Timestamp;PannoniaShrimp;spec 23510000;spec 23510000;spec 24400210;spec 24400210;spec 23510000;spec 23510000;spec 24400210;spec 24400210;spec 23510000;spec 23510000;spec 24400210;spec 24400210;spec 23510000;spec 23510000;spec 24400210;spec 24400210;cond 22371200;cond 22371200;ise 24181400;ise 24181400;oxi 11923;oxi 11923;ise 20251300;ise 20251300;cond 22371200;cond 22371200;spec 24400210;spec 24400210;spec 23510000;spec 23510000;spec 24400210;spec 24400210;spec 23510000;spec 23510000;spec 24400210;spec 24400210;Luftdruck;Luftdruck;ise 24181400;ise 24181400;ise 20251300;ise 20251300;cond 22371200;cond 22371200;ise 24181400;ise 24181400;oxi 11923;oxi 11923;ise 20251300;ise 20251300;spec 24400210;spec 24400210
Measurement interval=120[sec] (Export-Aggregation disabled);Status;Trübung - Messwert [NTUeq] (Limit:0.00-200.00_Coefs:0.50 1.00 0.00 0.00);Status [Trübung - Messwert];TURBest - Messwert [FTU] (Limit:0.00-200.00_Coefs:0.00 1.00 0.00 0.00);Status [TURBest - Messwert];NO3-Neq - Messwert [mg/l] (Limit:0.00-15.00_Coefs:1.00 1.00 0.00 0.00);Status [NO3-Neq - Messwert];NO3-Neq - Messwert [mg/l] (Limit:0.00-14.00_Coefs:0.00 1.00 0.00 0.00);Status [NO3-Neq - Messwert];TOCeq - Messwert [mg/l] (Limit:0.00-30.00_Coefs:0.00 1.00 0.00 0.00);Status [TOCeq - Messwert];TOCeq - Messwert [mg/l] (Limit:0.00-25.00_Coefs:0.00 1.00 0.00 0.00);Status [TOCeq - Messwert];Chl-A - Messwert [µg/l] (Limit:0.00-100.00_Coefs:30.00 1.00 0.00 0.00);Status [Chl-A - Messwert];NO2-Neq - Messwert [mg/l] (Limit:0.00-5.70_Coefs:0.00 1.00 0.00 0.00);Status [NO2-Neq - Messwert];Leitfähigkeit - Messwert [uS/cm] (Limit:0.10-600000.00);Status [Leitfähigkeit - Messwert];pH - Messwert (Limit:0.00-14.00_Coefs:-5.34 0.95 0.00 0.00);Status [pH - Messwert];gelöster Sauerstoff - Messwert [ppm] (Limit:0.00-25.00);Status [gelöster Sauerstoff - Messwert];ORP - Messwert [mV] (Limit:-2000.00-2000.00_Coefs:0.00 1.00 0.00 0.00);Status [ORP - Messwert];Salinity - Messwert [psu] (Limit:2.00-42.00);Status [Salinity - Messwert];UV254t - Messwert [Abs/m] (Limit:0.00-71.00_Coefs:0.00 1.00 0.00 0.00);Status [UV254t - Messwert];HS- - Messwert [mg/l] (Limit:0.00-2.57_Coefs:0.00 1.00 0.00 0.00);Status [HS- - Messwert];HS- - Messwert [mg/l] (Limit:0.00-5.10_Coefs:0.00 1.00 0.00 0.00);Status [HS- - Messwert];BTXest - Messwert [mg/l] (Limit:0.00-51.43_Coefs:25.00 1.00 0.00 0.00);Status [BTXest - Messwert];Ozone - Messwert [mg/l] (Limit:0.00-25.00_Coefs:0.00 1.00 0.00 0.00);Status [Ozone - Messwert];Luftdruck - Messwert [bar] (Limit:0.00-10.00);Status [Luftdruck - Messwert];pH-mV - Messwert [mV] (Limit:-3300.00-3300.00_Coefs:0.00 0.00 0.00 0.00);Status [pH-mV - Messwert];ORP-mV - Messwert [mV] (Limit:-3300.00-3300.00_Coefs:0.00 0.00 0.00 0.00);Status [ORP-mV - Messwert];Temperatur - Messwert [°C] (Limit:-20.00-130.00);Status [Temperatur - Messwert];Temperatur - Messwert [C] (Limit:-5.00-100.00_Coefs:-1.70 1.00 0.00 0.00);Status [Temperatur - Messwert];Temperatur - Messwert [°C] (Limit:0.00-50.00);Status [Temperatur - Messwert];Temperatur - Messwert [C] (Limit:-5.00-100.00_Coefs:0.60 1.00 0.00 0.00);Status [Temperatur - Messwert];Temperature - °C (26) - Messwert [°C] (Limit:0.00-45.00_Coefs:0.00 1.00 0.00 0.00);Status [Temperature - °C (26) - Messwert]
2024-11-22 18:58:00;Ok 0x0000;16.11;Ok 0x0000.0000.0000.0000;8.15;Ok 0x0000.0000.0000.0000;1.37;Ok 0x0000.0000.0000.0000;3.83;Ok 0x0000.0000.0000.0000;12.48;Ok 0x0000.0000.0000.0000;9.51;Ok 0x0000.0000.0000.0000;37.73;Ok 0x0000.0000.0000.0000;-0.54;Ok 0x0000.0000.8000.0000;24015;Ok 0x0000.0000.0000.0000;9.01;Ok 0x0000.0000.0000.0000;11.98;Ok 0x0000.0000.0000.0000;302.43;Ok 0x0000.0000.0000.0000;18.79;Ok 0x0000.0000.0000.0000;29.63;Ok 0x0000.0000.0000.0000;-0.05;Ok 0x0000.0000.8001.0000;0.07;Ok 0x0000.0000.0000.0000;15.26;Ok 0x0000.0000.0000.0000;0.80;Ok 0x0000.0000.0000.0000;4.69;Ok 0x0000.0000.0000.0000;111.9;Ok 0x0000.0000.0000.0000;302.4;Ok 0x0000.0000.0000.0000;9.2;Ok 0x0000.0000.0000.0000;9.3;Ok 0x0000.0000.0000.0000;9.3;Ok 0x0000.0000.0000.0000;9.8;Ok 0x0000.0000.0000.0000;8.5;Ok 0x0000.0000.0000.0000
2024-11-22 19:00:00;Ok 0x0000;16.22;Ok 0x0000.0000.0000.0000;8.16;Ok 0x0000.0000.0000.0000;1.36;Ok 0x0000.0000.0000.0000;2.90;Ok 0x0000.0000.0000.0000;12.50;Ok 0x0000.0000.0000.0000;9.52;Ok 0x0000.0000.0000.0000;36.98;Ok 0x0000.0000.0000.0000;-0.42;Ok 0x0000.0000.8000.0000;24013;Ok 0x0000.0000.0000.0000;9.01;Ok 0x0000.0000.0000.0000;11.99;Ok 0x0000.0000.0000.0000;302.43;Ok 0x0000.0000.0000.0000;18.79;Ok 0x0000.0000.0000.0000;29.69;Ok 0x0000.0000.0000.0000;-0.04;Ok 0x0000.0000.8001.0000;0.29;Ok 0x0000.0000.0000.0000;14.77;Ok 0x0000.0000.0000.0000;0.80;Ok 0x0000.0000.0000.0000;4.69;Ok 0x0000.0000.0000.0000;111.9;Ok 0x0000.0000.0000.0000;302.4;Ok 0x0000.0000.0000.0000;9.2;Ok 0x0000.0000.0000.0000;9.2;Ok 0x0000.0000.0000.0000;9.3;Ok 0x0000.0000.0000.0000;9.8;Ok 0x0000.0000.0000.0000;8.5;Ok 0x0000.0000.0000.0000
2024-11-22 19:02:00;Ok 0x0000;16.25;Ok 0x0000.0000.0000.0000;8.11;Ok 0x0000.0000.0000.0000;1.38;Ok 0x0000.0000.0000.0000;3.66;Ok 0x0000.0000.0000.0000;12.49;Ok 0x0000.0000.0000.0000;9.51;Ok 0x0000.0000.0000.0000;36.69;Ok 0x0000.0000.0000.0000;-0.57;Ok 0x0000.0000.8000.0000;24023;Ok 0x0000.0000.0000.0000;9.01;Ok 0x0000.0000.0000.0000;11.99;Ok 0x0000.0000.0000.0000;302.43;Ok 0x0000.0000.0000.0000;18.79;Ok 0x0000.0000.0000.0000;29.73;Ok 0x0000.0000.0000.0000;-0.04;Ok 0x0000.0000.8001.0000;0.18;Ok 0x0000.0000.0000.0000;14.99;Ok 0x0000.0000.0000.0000;0.80;Ok 0x0000.0000.0000.0000;4.69;Ok 0x0000.0000.0000.0000;111.9;Ok 0x0000.0000.0000.0000;302.4;Ok 0x0000.0000.0000.0000;9.2;Ok 0x0000.0000.0000.0000;9.3;Ok 0x0000.0000.0000.0000;9.3;Ok 0x0000.0000.0000.0000;9.8;Ok 0x0000.0000.0000.0000;8.5;Ok 0x0000.0000.0000.0000
2024-11-22 19:04:00;Ok 0x0000;16.22;Ok 0x0000.0000.0000.0000;8.11;Ok 0x0000.0000.0000.0000;1.38;Ok 0x0000.0000.0000.0000;3.40;Ok 0x0000.0000.0000.0000;12.48;Ok 0x0000.0000.0000.0000;9.50;Ok 0x0000.0000.0000.0000;39.60;Ok 0x0000.0000.0000.0000;-0.65;Ok 0x0000.0000.8000.0000;24017;Ok 0x0000.0000.0000.0000;9.01;Ok 0x0000.0000.0000.0000;11.97;Ok 0x0000.0000.0000.0000;302.43;Ok 0x0000.0000.0000.0000;18.79;Ok 0x0000.0000.0000.0000;29.70;Ok 0x0000.0000.0000.0000;-0.03;Ok 0x0000.0000.8001.0000;0.27;Ok 0x0000.0000.0000.0000;14.95;Ok 0x0000.0000.0000.0000;0.80;Ok 0x0000.0000.0000.0000;4.69;Ok 0x0000.0000.0000.0000;111.9;Ok 0x0000.0000.0000.0000;302.4;Ok 0x0000.0000.0000.0000;9.2;Ok 0x0000.0000.0000.0000;9.2;Ok 0x0000.0000.0000.0000;9.3;Ok 0x0000.0000.0000.0000;9.8;Ok 0x0000.0000.0000.0000;8.5;Ok 0x0000.0000.0000.0000
2024-11-22 19:06:00;Ok 0x0000;16.18;Ok 0x0000.0000.0000.0000;8.06;Ok 0x0000.0000.0000.0000;1.38;Ok 0x0000.0000.0000.0000;3.43;Ok 0x0000.0000.0000.0000;12.49;Ok 0x0000.0000.0000.0000;9.49;Ok 0x0000.0000.0000.0000;37.79;Ok 0x0000.0000.0000.0000;-0.51;Ok 0x0000.0000.8000.0000;24023;Ok 0x0000.0000.0000.0000;9.01;Ok 0x0000.0000.0000.0000;11.97;Ok 0x0000.0000.0000.0000;302.43;Ok 0x0000.0000.0000.0000;18.80;Ok 0x0000.0000.0000.0000;29.65;Ok 0x0000.0000.0000.0000;-0.04;Ok 0x0000.0000.8001.0000;0.20;Ok 0x0000.0000.0000.0000;14.90;Ok 0x0000.0000.0000.0000;0.81;Ok 0x0000.0000.0000.0000;4.69;Ok 0x0000.0000.0000.0000;111.9;Ok 0x0000.0000.0000.0000;302.4;Ok 0x0000.0000.0000.0000;9.2;Ok 0x0000.0000.0000.0000;9.2;Ok 0x0000.0000.0000.0000;9.2;Ok 0x0000.0000.0000.0000;9.8;Ok 0x0000.0000.0000.0000;8.5;Ok 0x0000.0000.0000.0000
2024-11-22 19:08:00;Ok 0x0000;16.18;Ok 0x0000.0000.0000.0000;8.29;Ok 0x0000.0000.0000.0000;1.35;Ok 0x0000.0000.0000.0000;3.60;Ok 0x0000.0000.0000.0000;12.48;Ok 0x0000.0000.0000.0000;9.60;Ok 0x0000.0000.0000.0000;39.42;Ok 0x0000.0000.0000.0000;-0.59;Ok 0x0000.0000.8000.0000;24026;Ok 0x0000.0000.0000.0000;9.01;Ok 0x0000.0000.0000.0000;11.96;Ok 0x0000.0000.0000.0000;302.33;Ok 0x0000.0000.0000.0000;18.80;Ok 0x0000.0000.0000.0000;29.94;Ok 0x0000.0000.0000.0000;-0.04;Ok 0x0000.0000.8001.0000;0.12;Ok 0x0000.0000.0000.0000;14.80;Ok 0x0000.0000.0000.0000;0.80;Ok 0x0000.0000.0000.0000;4.69;Ok 0x0000.0000.0000.0000;111.9;Ok 0x0000.0000.0000.0000;302.3;Ok 0x0000.0000.0000.0000;9.2;Ok 0x0000.0000.0000.0000;9.2;Ok 0x0000.0000.0000.0000;9.2;Ok 0x0000.0000.0000.0000;9.8;Ok 0x0000.0000.0000.0000;8.5;Ok 0x0000.0000.0000.0000
2024-11-22 19:10:00;Ok 0x0000;15.93;Ok 0x0000.0000.0000.0000;8.16;Ok 0x0000.0000.0000.0000;1.37;Ok 0x0000.0000.0000.0000;3.52;Ok 0x0000.0000.0000.0000;12.45;Ok 0x0000.0000.0000.0000;9.54;Ok 0x0000.0000.0000.0000;39.35;Ok 0x0000.0000.0000.0000;-0.64;Ok 0x0000.0000.8000.0000;24024;Ok 0x0000.0000.0000.0000;9.01;Ok 0x0000.0000.0000.0000;11.97;Ok 0x0000.0000.0000.0000;302.33;Ok 0x0000.0000.0000.0000;18.80;Ok 0x0000.0000.0000.0000;29.74;Ok 0x0000.0000.0000.0000;-0.04;Ok 0x0000.0000.8001.0000;0.22;Ok 0x0000.0000.0000.0000;15.17;Ok 0x0000.0000.0000.0000;0.80;Ok 0x0000.0000.0000.0000;4.69;Ok 0x0000.0000.0000.0000;111.9;Ok 0x0000.0000.0000.0000;302.3;Ok 0x0000.0000.0000.0000;9.2;Ok 0x0000.0000.0000.0000;9.2;Ok 0x0000.0000.0000.0000;9.2;Ok 0x0000.0000.0000.0000;9.8;Ok 0x0000.0000.0000.0000;8.5;Ok 0x0000.0000.0000.0000
2024-11-22 19:12:00;Ok 0x0000;16.16;Ok 0x0000.0000.0000.0000;8.11;Ok 0x0000.0000.0000.0000;1.37;Ok 0x0000.0000.0000.0000;3.37;Ok 0x0000.0000.0000.0000;12.48;Ok 0x0000.0000.0000.0000;9.52;Ok 0x0000.0000.0000.0000;38.43;Ok 0x0000.0000.0000.0000;-0.40;Ok 0x0000.0000.8000.0000;24032;Ok 0x0000.0000.0000.0000;9.01;Ok 0x0000.0000.0000.0000;11.98;Ok 0x0000.0000.0000.0000;302.33;Ok 0x0000.0000.0000.0000;18.80;Ok 0x0000.0000.0000.0000;29.67;Ok 0x0000.0000.0000.0000;-0.04;Ok 0x0000.0000.8001.0000;0.23;Ok 0x0000.0000.0000.0000;14.91;Ok 0x0000.0000.0000.0000;0.80;Ok 0x0000.0000.0000.0000;4.69;Ok 0x0000.0000.0000.0000;111.9;Ok 0x0000.0000.0000.0000;302.3;Ok 0x0000.0000.0000.0000;9.2;Ok 0x0000.0000.0000.0000;9.2;Ok 0x0000.0000.0000.0000;9.2;Ok 0x0000.0000.0000.0000;9.8;Ok 0x0000.0000.0000.0000;8.5;Ok 0x0000.0000.0000.0000
2024-11-22 19:14:00;Ok 0x0000;16.07;Ok 0x0000.0000.0000.0000;8.03;Ok 0x0000.0000.0000.0000;1.36;Ok 0x0000.0000.0000.0000;3.49;Ok 0x0000.0000.0000.0000;12.49;Ok 0x0000.0000.0000.0000;9.47;Ok 0x0000.0000.0000.0000;36.21;Ok 0x0000.0000.0000.0000;-0.75;Ok 0x0000.0000.8000.0000;24030;Ok 0x0000.0000.0000.0000;9.01;Ok 0x0000.0000.0000.0000;11.96;Ok 0x0000.0000.0000.0000;302.33;Ok 0x0000.0000.0000.0000;18.80;Ok 0x0000.0000.0000.0000;29.65;Ok 0x0000.0000.0000.0000;-0.05;Ok 0x0000.0000.8001.0000;0.23;Ok 0x0000.0000.0000.0000;14.38;Ok 0x0000.0000.0000.0000;0.79;Ok 0x0000.0000.0000.0000;4.68;Ok 0x0000.0000.0000.0000;111.9;Ok 0x0000.0000.0000.0000;302.3;Ok 0x0000.0000.0000.0000;9.2;Ok 0x0000.0000.0000.0000;9.2;Ok 0x0000.0000.0000.0000;9.2;Ok 0x0000.0000.0000.0000;9.8;Ok 0x0000.0000.0000.0000;8.5;Ok 0x0000.0000.0000.0000
