Timestamp;PannoniaShrimp
Measurement interval=120[sec] (Export-Aggregation disabled);Status
2024-09-04 09:11:54;Ok 0x0002
2024-09-04 09:12:00;Ok 0x0002
2024-09-04 09:14:00;Ok 0x0002
2024-09-04 09:16:00;Ok 0x0002
2024-09-04 09:18:00;Ok 0x0002
2024-09-04 09:20:04;Ok 0x0002
2024-09-04 09:23:56;Ok 0x0002
2024-09-04 09:26:00;Ok 0x0002
