Timestamp;PannoniaShrimp;spec 23510000;spec 23510000;spec 24400210;spec 24400210;spec 23510000;spec 23510000;spec 24400210;spec 24400210;spec 23510000;spec 23510000;spec 24400210;spec 24400210;spec 23510000;spec 23510000;spec 23510000;spec 23510000;spec 24400210;spec 24400210;spec 24400210;spec 24400210;cond 22371200;cond 22371200;ise 24181400;ise 24181400;oxi 11923;oxi 11923;ise 20251300;ise 20251300;cond 22371200;cond 22371200;spec 24400210;spec 24400210;spec 23510000;spec 23510000;spec 24400210;spec 24400210;spec 23510000;spec 23510000;spec 24400210;spec 24400210;Luftdruck;Luftdruck;ise 24181400;ise 24181400;ise 20251300;ise 20251300;cond 22371200;cond 22371200;ise 24181400;ise 24181400;oxi 11923;oxi 11923;ise 20251300;ise 20251300;spec 24400210;spec 24400210
2025-02-20 07:28:00;Ok 0x0000;20.45;Ok 0x0000.0000.0000.0000;24.17;Ok 0x0000.0000.0000.0000;2.68;Ok 0x0000.0000.0000.0000;3.06;Ok 0x0000.0000.0000.0000;13.08;Ok 0x0000.0000.0000.0000;13.29;Ok 0x0000.0000.0000.0000;4.09;Ok 0x0000.0000.0000.0000;3.76;Ok 0x0000.0000;0.000;Ok 0x0000.0000.0000.0000;0.093;Ok 0x0000.0000;23997;Ok 0x0000.0000.0000.0000;8.01;Ok 0x0000.0000.0000.0000;6.01;Ok 0x0000.0000.0000.0000;148.1;Ok 0x0000.0000.0000.0000;18.08;Ok 0x0000.0000.0000.0000;32.97;Ok 0x0000.0000.0000.0000;0.24;Ok 0x0000.0000.0000.0000;0.19;Ok 0x0000.0000.0000.0000;18.36;Ok 0x0000.0000.0000.0000;0.78;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;61.3;Ok 0x0000.0000.0000.0000;148.1;Ok 0x0000.0000.0000.0000;20.0;Ok 0x0000.0000.0000.0000;19.8;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;19.5;Ok 0x0000.0000.0000.0000
2025-02-20 07:30:00;Ok 0x0000;20.23;Ok 0x0000.0000.0000.0000;24.26;Ok 0x0000.0000.0000.0000;2.73;Ok 0x0000.0000.0000.0000;2.81;Ok 0x0000.0000.0000.0000;13.11;Ok 0x0000.0000.0000.0000;13.30;Ok 0x0000.0000.0000.0000;2.70;Ok 0x0000.0000.0000.0000;3.75;Ok 0x0000.0000;0.348;Ok 0x0000.0000.0000.0000;0.098;Ok 0x0000.0000;23984;Ok 0x0000.0000.0000.0000;8.01;Ok 0x0000.0000.0000.0000;6.01;Ok 0x0000.0000.0000.0000;146.0;Ok 0x0000.0000.0000.0000;18.07;Ok 0x0000.0000.0000.0000;32.99;Ok 0x0000.0000.0000.0000;0.25;Ok 0x0000.0000.0000.0000;0.28;Ok 0x0000.0000.0000.0000;18.17;Ok 0x0000.0000.0000.0000;0.78;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;61.2;Ok 0x0000.0000.0000.0000;146.0;Ok 0x0000.0000.0000.0000;20.0;Ok 0x0000.0000.0000.0000;19.8;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;19.5;Ok 0x0000.0000.0000.0000
2025-02-20 07:32:00;Ok 0x0000;20.38;Ok 0x0000.0000.0000.0000;24.22;Ok 0x0000.0000.0000.0000;2.71;Ok 0x0000.0000.0000.0000;3.08;Ok 0x0000.0000.0000.0000;13.11;Ok 0x0000.0000.0000.0000;13.30;Ok 0x0000.0000.0000.0000;3.31;Ok 0x0000.0000.0000.0000;3.72;Ok 0x0000.0000;0.024;Ok 0x0000.0000.0000.0000;0.093;Ok 0x0000.0000;23995;Ok 0x0000.0000.0000.0000;8.01;Ok 0x0000.0000.0000.0000;6.02;Ok 0x0000.0000.0000.0000;141.3;Ok 0x0000.0000.0000.0000;18.08;Ok 0x0000.0000.0000.0000;33.00;Ok 0x0000.0000.0000.0000;0.25;Ok 0x0000.0000.0000.0000;0.19;Ok 0x0000.0000.0000.0000;18.78;Ok 0x0000.0000.0000.0000;0.77;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;61.3;Ok 0x0000.0000.0000.0000;141.3;Ok 0x0000.0000.0000.0000;20.0;Ok 0x0000.0000.0000.0000;19.9;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;19.5;Ok 0x0000.0000.0000.0000
2025-02-20 07:34:00;Ok 0x0000;20.49;Ok 0x0000.0000.0000.0000;24.24;Ok 0x0000.0000.0000.0000;2.74;Ok 0x0000.0000.0000.0000;2.88;Ok 0x0000.0000.0000.0000;13.09;Ok 0x0000.0000.0000.0000;13.30;Ok 0x0000.0000.0000.0000;3.77;Ok 0x0000.0000.0000.0000;3.71;Ok 0x0000.0000;0.000;Ok 0x0000.0000.0000.0000;0.086;Ok 0x0000.0000;23997;Ok 0x0000.0000.0000.0000;8.01;Ok 0x0000.0000.0000.0000;5.99;Ok 0x0000.0000.0000.0000;138.5;Ok 0x0000.0000.0000.0000;18.08;Ok 0x0000.0000.0000.0000;33.03;Ok 0x0000.0000.0000.0000;0.25;Ok 0x0000.0000.0000.0000;0.14;Ok 0x0000.0000.0000.0000;18.44;Ok 0x0000.0000.0000.0000;0.78;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;61.2;Ok 0x0000.0000.0000.0000;138.5;Ok 0x0000.0000.0000.0000;20.0;Ok 0x0000.0000.0000.0000;19.8;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;19.5;Ok 0x0000.0000.0000.0000
2025-02-20 07:36:00;Ok 0x0000;20.38;Ok 0x0000.0000.0000.0000;24.21;Ok 0x0000.0000.0000.0000;2.71;Ok 0x0000.0000.0000.0000;3.00;Ok 0x0000.0000.0000.0000;13.09;Ok 0x0000.0000.0000.0000;13.30;Ok 0x0000.0000.0000.0000;3.55;Ok 0x0000.0000.0000.0000;3.70;Ok 0x0000.0000;0.064;Ok 0x0000.0000.0000.0000;0.079;Ok 0x0000.0000;23995;Ok 0x0000.0000.0000.0000;8.01;Ok 0x0000.0000.0000.0000;5.99;Ok 0x0000.0000.0000.0000;136.2;Ok 0x0000.0000.0000.0000;18.08;Ok 0x0000.0000.0000.0000;32.94;Ok 0x0000.0000.0000.0000;0.25;Ok 0x0000.0000.0000.0000;0.18;Ok 0x0000.0000.0000.0000;18.19;Ok 0x0000.0000.0000.0000;0.78;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;61.3;Ok 0x0000.0000.0000.0000;136.2;Ok 0x0000.0000.0000.0000;20.0;Ok 0x0000.0000.0000.0000;19.9;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;19.5;Ok 0x0000.0000.0000.0000
2025-02-20 07:38:00;Ok 0x0000;20.47;Ok 0x0000.0000.0000.0000;24.34;Ok 0x0000.0000.0000.0000;2.69;Ok 0x0000.0000.0000.0000;2.81;Ok 0x0000.0000.0000.0000;13.08;Ok 0x0000.0000.0000.0000;13.32;Ok 0x0000.0000.0000.0000;4.18;Ok 0x0000.0000.0000.0000;3.71;Ok 0x0000.0000;0.000;Ok 0x0000.0000.0000.0000;0.068;Ok 0x0000.0000;23998;Ok 0x0000.0000.0000.0000;8.01;Ok 0x0000.0000.0000.0000;5.98;Ok 0x0000.0000.0000.0000;134.4;Ok 0x0000.0000.0000.0000;18.08;Ok 0x0000.0000.0000.0000;33.07;Ok 0x0000.0000.0000.0000;0.24;Ok 0x0000.0000.0000.0000;0.20;Ok 0x0000.0000.0000.0000;18.45;Ok 0x0000.0000.0000.0000;0.78;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;61.2;Ok 0x0000.0000.0000.0000;134.4;Ok 0x0000.0000.0000.0000;20.0;Ok 0x0000.0000.0000.0000;19.9;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;19.5;Ok 0x0000.0000.0000.0000
2025-02-20 07:40:00;Ok 0x0000;20.57;Ok 0x0000.0000.0000.0000;24.30;Ok 0x0000.0000.0000.0000;2.71;Ok 0x0000.0000.0000.0000;2.87;Ok 0x0000.0000.0000.0000;13.07;Ok 0x0000.0000.0000.0000;13.31;Ok 0x0000.0000.0000.0000;4.71;Ok 0x0000.0000.0000.0000;3.74;Ok 0x0000.0000;0.060;Ok 0x0000.0000.0000.0000;0.062;Ok 0x0000.0000;23996;Ok 0x0000.0000.0000.0000;8.01;Ok 0x0000.0000.0000.0000;6.00;Ok 0x0000.0000.0000.0000;131.6;Ok 0x0000.0000.0000.0000;18.08;Ok 0x0000.0000.0000.0000;33.02;Ok 0x0000.0000.0000.0000;0.24;Ok 0x0000.0000.0000.0000;0.20;Ok 0x0000.0000.0000.0000;18.60;Ok 0x0000.0000.0000.0000;0.78;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;61.3;Ok 0x0000.0000.0000.0000;131.6;Ok 0x0000.0000.0000.0000;20.0;Ok 0x0000.0000.0000.0000;19.8;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;19.5;Ok 0x0000.0000.0000.0000
2025-02-20 07:42:00;Ok 0x0000;20.28;Ok 0x0000.0000.0000.0000;24.26;Ok 0x0000.0000.0000.0000;2.72;Ok 0x0000.0000.0000.0000;2.63;Ok 0x0000.0000.0000.0000;13.11;Ok 0x0000.0000.0000.0000;13.31;Ok 0x0000.0000.0000.0000;2.79;Ok 0x0000.0000.0000.0000;3.78;Ok 0x0000.0000;0.160;Ok 0x0000.0000.0000.0000;0.055;Ok 0x0000.0000;24002;Ok 0x0000.0000.0000.0000;8.01;Ok 0x0000.0000.0000.0000;6.00;Ok 0x0000.0000.0000.0000;132.7;Ok 0x0000.0000.0000.0000;18.08;Ok 0x0000.0000.0000.0000;33.02;Ok 0x0000.0000.0000.0000;0.26;Ok 0x0000.0000.0000.0000;0.27;Ok 0x0000.0000.0000.0000;18.54;Ok 0x0000.0000.0000.0000;0.79;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;61.3;Ok 0x0000.0000.0000.0000;132.7;Ok 0x0000.0000.0000.0000;20.0;Ok 0x0000.0000.0000.0000;19.8;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;19.5;Ok 0x0000.0000.0000.0000
2025-02-20 07:44:00;Ok 0x0000;20.32;Ok 0x0000.0000.0000.0000;24.11;Ok 0x0000.0000.0000.0000;2.72;Ok 0x0000.0000.0000.0000;2.89;Ok 0x0000.0000.0000.0000;13.09;Ok 0x0000.0000.0000.0000;13.28;Ok 0x0000.0000.0000.0000;3.59;Ok 0x0000.0000.0000.0000;3.77;Ok 0x0000.0000;0.000;Ok 0x0000.0000.0000.0000;0.051;Ok 0x0000.0000;23992;Ok 0x0000.0000.0000.0000;8.01;Ok 0x0000.0000.0000.0000;6.00;Ok 0x0000.0000.0000.0000;135.7;Ok 0x0000.0000.0000.0000;18.08;Ok 0x0000.0000.0000.0000;32.93;Ok 0x0000.0000.0000.0000;0.26;Ok 0x0000.0000.0000.0000;0.14;Ok 0x0000.0000.0000.0000;18.07;Ok 0x0000.0000.0000.0000;0.79;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;61.3;Ok 0x0000.0000.0000.0000;135.7;Ok 0x0000.0000.0000.0000;20.0;Ok 0x0000.0000.0000.0000;19.8;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;19.5;Ok 0x0000.0000.0000.0000
2025-02-20 07:46:00;Ok 0x0000;20.36;Ok 0x0000.0000.0000.0000;24.23;Ok 0x0000.0000.0000.0000;2.72;Ok 0x0000.0000.0000.0000;2.85;Ok 0x0000.0000.0000.0000;13.10;Ok 0x0000.0000.0000.0000;13.30;Ok 0x0000.0000.0000.0000;3.38;Ok 0x0000.0000.0000.0000;3.74;Ok 0x0000.0000;0.040;Ok 0x0000.0000.0000.0000;0.054;Ok 0x0000.0000;24012;Ok 0x0000.0000.0000.0000;8.01;Ok 0x0000.0000.0000.0000;6.02;Ok 0x0000.0000.0000.0000;139.6;Ok 0x0000.0000.0000.0000;18.09;Ok 0x0000.0000.0000.0000;32.96;Ok 0x0000.0000.0000.0000;0.24;Ok 0x0000.0000.0000.0000;0.24;Ok 0x0000.0000.0000.0000;18.63;Ok 0x0000.0000.0000.0000;0.79;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;61.3;Ok 0x0000.0000.0000.0000;139.6;Ok 0x0000.0000.0000.0000;20.0;Ok 0x0000.0000.0000.0000;19.9;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;19.5;Ok 0x0000.0000.0000.0000
2025-02-20 07:48:00;Ok 0x0000;20.40;Ok 0x0000.0000.0000.0000;24.21;Ok 0x0000.0000.0000.0000;2.71;Ok 0x0000.0000.0000.0000;2.88;Ok 0x0000.0000.0000.0000;13.07;Ok 0x0000.0000.0000.0000;13.30;Ok 0x0000.0000.0000.0000;3.61;Ok 0x0000.0000.0000.0000;3.72;Ok 0x0000.0000;0.129;Ok 0x0000.0000.0000.0000;0.048;Ok 0x0000.0000;24000;Ok 0x0000.0000.0000.0000;8.01;Ok 0x0000.0000.0000.0000;6.02;Ok 0x0000.0000.0000.0000;143.4;Ok 0x0000.0000.0000.0000;18.08;Ok 0x0000.0000.0000.0000;32.97;Ok 0x0000.0000.0000.0000;0.25;Ok 0x0000.0000.0000.0000;0.17;Ok 0x0000.0000.0000.0000;18.19;Ok 0x0000.0000.0000.0000;0.77;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;61.4;Ok 0x0000.0000.0000.0000;143.4;Ok 0x0000.0000.0000.0000;20.0;Ok 0x0000.0000.0000.0000;19.9;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;19.5;Ok 0x0000.0000.0000.0000
2025-02-20 07:50:00;Ok 0x0000;20.51;Ok 0x0000.0000.0000.0000;24.24;Ok 0x0000.0000.0000.0000;2.71;Ok 0x0000.0000.0000.0000;2.95;Ok 0x0000.0000.0000.0000;13.10;Ok 0x0000.0000.0000.0000;13.30;Ok 0x0000.0000.0000.0000;3.61;Ok 0x0000.0000.0000.0000;3.71;Ok 0x0000.0000;0.230;Ok 0x0000.0000.0000.0000;0.052;Ok 0x0000.0000;23997;Ok 0x0000.0000.0000.0000;8.01;Ok 0x0000.0000.0000.0000;6.02;Ok 0x0000.0000.0000.0000;146.6;Ok 0x0000.0000.0000.0000;18.08;Ok 0x0000.0000.0000.0000;32.96;Ok 0x0000.0000.0000.0000;0.26;Ok 0x0000.0000.0000.0000;0.22;Ok 0x0000.0000.0000.0000;18.50;Ok 0x0000.0000.0000.0000;0.78;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;61.3;Ok 0x0000.0000.0000.0000;146.6;Ok 0x0000.0000.0000.0000;20.0;Ok 0x0000.0000.0000.0000;19.8;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;19.5;Ok 0x0000.0000.0000.0000
2025-02-20 07:52:00;Ok 0x0000;20.28;Ok 0x0000.0000.0000.0000;24.18;Ok 0x0000.0000.0000.0000;2.72;Ok 0x0000.0000.0000.0000;2.84;Ok 0x0000.0000.0000.0000;13.09;Ok 0x0000.0000.0000.0000;13.30;Ok 0x0000.0000.0000.0000;3.26;Ok 0x0000.0000.0000.0000;3.71;Ok 0x0000.0000;0.117;Ok 0x0000.0000.0000.0000;0.056;Ok 0x0000.0000;23997;Ok 0x0000.0000.0000.0000;8.01;Ok 0x0000.0000.0000.0000;6.00;Ok 0x0000.0000.0000.0000;147.8;Ok 0x0000.0000.0000.0000;18.08;Ok 0x0000.0000.0000.0000;32.98;Ok 0x0000.0000.0000.0000;0.26;Ok 0x0000.0000.0000.0000;0.26;Ok 0x0000.0000.0000.0000;18.63;Ok 0x0000.0000.0000.0000;0.78;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;61.3;Ok 0x0000.0000.0000.0000;147.8;Ok 0x0000.0000.0000.0000;20.0;Ok 0x0000.0000.0000.0000;19.8;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;19.5;Ok 0x0000.0000.0000.0000
2025-02-20 07:54:00;Ok 0x0000;20.18;Ok 0x0000.0000.0000.0000;24.24;Ok 0x0000.0000.0000.0000;2.72;Ok 0x0000.0000.0000.0000;2.66;Ok 0x0000.0000.0000.0000;13.06;Ok 0x0000.0000.0000.0000;13.30;Ok 0x0000.0000.0000.0000;3.30;Ok 0x0000.0000.0000.0000;3.65;Ok 0x0000.0000;0.149;Ok 0x0000.0000.0000.0000;0.062;Ok 0x0000.0000;23994;Ok 0x0000.0000.0000.0000;8.01;Ok 0x0000.0000.0000.0000;6.01;Ok 0x0000.0000.0000.0000;146.2;Ok 0x0000.0000.0000.0000;18.08;Ok 0x0000.0000.0000.0000;33.01;Ok 0x0000.0000.0000.0000;0.25;Ok 0x0000.0000.0000.0000;0.23;Ok 0x0000.0000.0000.0000;18.26;Ok 0x0000.0000.0000.0000;0.77;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;61.3;Ok 0x0000.0000.0000.0000;146.2;Ok 0x0000.0000.0000.0000;20.0;Ok 0x0000.0000.0000.0000;19.9;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;19.5;Ok 0x0000.0000.0000.0000
2025-02-20 07:56:00;Ok 0x0000;20.25;Ok 0x0000.0000.0000.0000;24.24;Ok 0x0000.0000.0000.0000;2.72;Ok 0x0000.0000.0000.0000;3.11;Ok 0x0000.0000.0000.0000;13.10;Ok 0x0000.0000.0000.0000;13.31;Ok 0x0000.0000.0000.0000;3.13;Ok 0x0000.0000.0000.0000;3.59;Ok 0x0000.0000;0.000;Ok 0x0000.0000.0000.0000;0.066;Ok 0x0000.0000;23995;Ok 0x0000.0000.0000.0000;8.01;Ok 0x0000.0000.0000.0000;6.02;Ok 0x0000.0000.0000.0000;145.5;Ok 0x0000.0000.0000.0000;18.08;Ok 0x0000.0000.0000.0000;33.01;Ok 0x0000.0000.0000.0000;0.26;Ok 0x0000.0000.0000.0000;0.24;Ok 0x0000.0000.0000.0000;18.22;Ok 0x0000.0000.0000.0000;0.79;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;61.3;Ok 0x0000.0000.0000.0000;145.5;Ok 0x0000.0000.0000.0000;20.0;Ok 0x0000.0000.0000.0000;19.9;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;19.5;Ok 0x0000.0000.0000.0000
2025-02-20 07:58:00;Ok 0x0000;20.35;Ok 0x0000.0000.0000.0000;24.30;Ok 0x0000.0000.0000.0000;2.72;Ok 0x0000.0000.0000.0000;2.97;Ok 0x0000.0000.0000.0000;13.09;Ok 0x0000.0000.0000.0000;13.31;Ok 0x0000.0000.0000.0000;3.53;Ok 0x0000.0000.0000.0000;3.58;Ok 0x0000.0000;0.007;Ok 0x0000.0000.0000.0000;0.064;Ok 0x0000.0000;23997;Ok 0x0000.0000.0000.0000;8.01;Ok 0x0000.0000.0000.0000;6.03;Ok 0x0000.0000.0000.0000;146.0;Ok 0x0000.0000.0000.0000;18.08;Ok 0x0000.0000.0000.0000;33.02;Ok 0x0000.0000.0000.0000;0.26;Ok 0x0000.0000.0000.0000;0.14;Ok 0x0000.0000.0000.0000;18.02;Ok 0x0000.0000.0000.0000;0.78;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;61.3;Ok 0x0000.0000.0000.0000;146.0;Ok 0x0000.0000.0000.0000;20.0;Ok 0x0000.0000.0000.0000;19.9;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;20.2;Ok 0x0000.0000.0000.0000;19.5;Ok 0x0000.0000.0000.0000
2025-02-20 08:00:00;Ok 0x0000;20.33;Ok 0x0000.0000.0000.0000;24.20;Ok 0x0000.0000.0000.0000;2.71;Ok 0x0000.0000.0000.0000;2.73;Ok 0x0000.0000.0000.0000;13.09;Ok 0x0000.0000.0000.0000;13.30;Ok 0x0000.0000.0000.0000;3.52;Ok 0x0000.0000.0000.0000;3.60;Ok 0x0000.0000;0.161;Ok 0x0000.0000.0000.0000;0.063;Ok 0x0000.0000;23998;Ok 0x0000.0000.0000.0000;8.01;Ok 0x0000.0000.0000.0000;6.03;Ok 0x0000.0000.0000.0000;147.0;Ok 0x0000.0000.0000.0000;18.08;Ok 0x0000.0000.0000.0000;32.94;Ok 0x0000.0000.0000.0000;0.25;Ok 0x0000.0000.0000.0000;0.23;Ok 0x0000.0000.0000.0000;18.36;Ok 0x0000.0000.0000.0000;0.78;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;61.3;Ok 0x0000.0000.0000.0000;147.0;Ok 0x0000.0000.0000.0000;20.0;Ok 0x0000.0000.0000.0000;19.9;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;19.5;Ok 0x0000.0000.0000.0000
2025-02-20 08:02:00;Ok 0x0000;20.31;Ok 0x0000.0000.0000.0000;24.21;Ok 0x0000.0000.0000.0000;2.72;Ok 0x0000.0000.0000.0000;2.87;Ok 0x0000.0000.0000.0000;13.07;Ok 0x0000.0000.0000.0000;13.29;Ok 0x0000.0000.0000.0000;4.07;Ok 0x0000.0000.0000.0000;3.60;Ok 0x0000.0000;0.155;Ok 0x0000.0000.0000.0000;0.073;Ok 0x0000.0000;23992;Ok 0x0000.0000.0000.0000;8.01;Ok 0x0000.0000.0000.0000;6.02;Ok 0x0000.0000.0000.0000;146.7;Ok 0x0000.0000.0000.0000;18.07;Ok 0x0000.0000.0000.0000;32.96;Ok 0x0000.0000.0000.0000;0.24;Ok 0x0000.0000.0000.0000;0.20;Ok 0x0000.0000.0000.0000;18.72;Ok 0x0000.0000.0000.0000;0.78;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;61.2;Ok 0x0000.0000.0000.0000;146.7;Ok 0x0000.0000.0000.0000;20.0;Ok 0x0000.0000.0000.0000;19.9;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;20.2;Ok 0x0000.0000.0000.0000;19.5;Ok 0x0000.0000.0000.0000
2025-02-20 08:04:00;Ok 0x0000;20.65;Ok 0x0000.0000.0000.0000;24.21;Ok 0x0000.0000.0000.0000;2.70;Ok 0x0000.0000.0000.0000;2.84;Ok 0x0000.0000.0000.0000;13.10;Ok 0x0000.0000.0000.0000;13.30;Ok 0x0000.0000.0000.0000;4.56;Ok 0x0000.0000.0000.0000;3.62;Ok 0x0000.0000;0.086;Ok 0x0000.0000.0000.0000;0.085;Ok 0x0000.0000;23998;Ok 0x0000.0000.0000.0000;8.01;Ok 0x0000.0000.0000.0000;6.01;Ok 0x0000.0000.0000.0000;144.3;Ok 0x0000.0000.0000.0000;18.08;Ok 0x0000.0000.0000.0000;33.03;Ok 0x0000.0000.0000.0000;0.25;Ok 0x0000.0000.0000.0000;0.23;Ok 0x0000.0000.0000.0000;18.52;Ok 0x0000.0000.0000.0000;0.77;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;61.2;Ok 0x0000.0000.0000.0000;144.3;Ok 0x0000.0000.0000.0000;20.0;Ok 0x0000.0000.0000.0000;19.8;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;19.5;Ok 0x0000.0000.0000.0000
2025-02-20 08:06:00;Ok 0x0000;20.42;Ok 0x0000.0000.0000.0000;24.30;Ok 0x0000.0000.0000.0000;2.71;Ok 0x0000.0000.0000.0000;2.75;Ok 0x0000.0000.0000.0000;13.11;Ok 0x0000.0000.0000.0000;13.31;Ok 0x0000.0000.0000.0000;2.91;Ok 0x0000.0000.0000.0000;3.61;Ok 0x0000.0000;0.193;Ok 0x0000.0000.0000.0000;0.092;Ok 0x0000.0000;24000;Ok 0x0000.0000.0000.0000;8.01;Ok 0x0000.0000.0000.0000;6.00;Ok 0x0000.0000.0000.0000;136.0;Ok 0x0000.0000.0000.0000;18.08;Ok 0x0000.0000.0000.0000;33.00;Ok 0x0000.0000.0000.0000;0.27;Ok 0x0000.0000.0000.0000;0.23;Ok 0x0000.0000.0000.0000;18.39;Ok 0x0000.0000.0000.0000;0.78;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;61.2;Ok 0x0000.0000.0000.0000;136.0;Ok 0x0000.0000.0000.0000;20.0;Ok 0x0000.0000.0000.0000;19.9;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;20.2;Ok 0x0000.0000.0000.0000;19.5;Ok 0x0000.0000.0000.0000
2025-02-20 08:08:00;Ok 0x0000;20.35;Ok 0x0000.0000.0000.0000;24.26;Ok 0x0000.0000.0000.0000;2.69;Ok 0x0000.0000.0000.0000;2.81;Ok 0x0000.0000.0000.0000;13.09;Ok 0x0000.0000.0000.0000;13.31;Ok 0x0000.0000.0000.0000;3.56;Ok 0x0000.0000.0000.0000;3.57;Ok 0x0000.0000;0.104;Ok 0x0000.0000.0000.0000;0.096;Ok 0x0000.0000;23997;Ok 0x0000.0000.0000.0000;8.01;Ok 0x0000.0000.0000.0000;6.01;Ok 0x0000.0000.0000.0000;136.2;Ok 0x0000.0000.0000.0000;18.08;Ok 0x0000.0000.0000.0000;32.97;Ok 0x0000.0000.0000.0000;0.24;Ok 0x0000.0000.0000.0000;0.22;Ok 0x0000.0000.0000.0000;18.78;Ok 0x0000.0000.0000.0000;0.79;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;61.3;Ok 0x0000.0000.0000.0000;136.2;Ok 0x0000.0000.0000.0000;20.0;Ok 0x0000.0000.0000.0000;19.9;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;20.1;Ok 0x0000.0000.0000.0000;19.5;Ok 0x0000.0000.0000.0000
