Timestamp;PannoniaShrimp;spec 23510000;spec 23510000;spec 24400210;spec 24400210;spec 23510000;spec 23510000;spec 24400210;spec 24400210;spec 23510000;spec 23510000;spec 24400210;spec 24400210;spec 23510000;spec 23510000;spec 23510000;spec 23510000;spec 24400210;spec 24400210;spec 24400210;spec 24400210;cond 22371200;cond 22371200;ise 24181400;ise 24181400;oxi 11923;oxi 11923;ise 20251300;ise 20251300;cond 22371200;cond 22371200;spec 24400210;spec 24400210;spec 23510000;spec 23510000;spec 24400210;spec 24400210;spec 23510000;spec 23510000;spec 24400210;spec 24400210;Luftdruck;Luftdruck;ise 24181400;ise 24181400;ise 20251300;ise 20251300;cond 22371200;cond 22371200;ise 24181400;ise 24181400;oxi 11923;oxi 11923;ise 20251300;ise 20251300;spec 24400210;spec 24400210
2025-02-21 23:32:00;Error 0x0010;24.16;Ok 0x0000.0000.0000.0000;28.49;Ok 0x0000.0000.0000.0000;2.76;Ok 0x0000.0000.0000.0000;2.88;Ok 0x0000.0000.0000.0000;13.77;Ok 0x0000.0000.0000.0000;13.95;Ok 0x0000.0000.0000.0000;4.33;Ok 0x0000.0000.0000.0000;4.12;Ok 0x0000.0000;0.000;Ok 0x0000.0000.8000.0000;NaN;Error 0x0801.0080;23920;Ok 0x0000.0000.0000.0000;8.00;Ok 0x0000.0000.0000.0000;6.89;Ok 0x0000.0000.0000.0000;126.9;Ok 0x0000.0000.0000.0000;17.95;Ok 0x0000.0000.0000.0000;34.83;Ok 0x0000.0000.0000.0000;0.26;Ok 0x0000.0000.0000.0000;0.32;Ok 0x0000.0000.0000.0000;18.26;Ok 0x0000.0000.0000.0000;0.78;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;60.8;Ok 0x0000.0000.0000.0000;126.9;Ok 0x0000.0000.0000.0000;21.0;Ok 0x0000.0000.0000.0000;20.8;Ok 0x0000.0000.0000.0000;21.3;Ok 0x0000.0000.0000.0000;21.1;Ok 0x0000.0000.0000.0000;20.6;Ok 0x0000.0000.0000.0000
2025-02-21 23:34:00;Ok 0x0000;24.10;Ok 0x0000.0000.0000.0000;28.43;Ok 0x0000.0000.0000.0000;2.72;Ok 0x0000.0000.0000.0000;2.71;Ok 0x0000.0000.0000.0000;13.76;Ok 0x0000.0000.0000.0000;13.95;Ok 0x0000.0000.0000.0000;4.30;Ok 0x0000.0000.0000.0000;4.11;Ok 0x0000.0000;0.000;Ok 0x0000.0000.0000.0000;0.012;Ok 0x0000.0000;23922;Ok 0x0000.0000.0000.0000;8.00;Ok 0x0000.0000.0000.0000;6.88;Ok 0x0000.0000.0000.0000;125.6;Ok 0x0000.0000.0000.0000;17.95;Ok 0x0000.0000.0000.0000;34.82;Ok 0x0000.0000.0000.0000;0.24;Ok 0x0000.0000.0000.0000;0.22;Ok 0x0000.0000.0000.0000;18.25;Ok 0x0000.0000.0000.0000;0.79;Ok 0x0000.0000.0000.0000;4.76;Ok 0x0000.0000.0000.0000;60.8;Ok 0x0000.0000.0000.0000;125.6;Ok 0x0000.0000.0000.0000;21.0;Ok 0x0000.0000.0000.0000;20.8;Ok 0x0000.0000.0000.0000;21.3;Ok 0x0000.0000.0000.0000;21.1;Ok 0x0000.0000.0000.0000;20.6;Ok 0x0000.0000.0000.0000
2025-02-21 23:36:00;Ok 0x0000;24.00;Ok 0x0000.0000.0000.0000;28.38;Ok 0x0000.0000.0000.0000;2.72;Ok 0x0000.0000.0000.0000;2.98;Ok 0x0000.0000.0000.0000;13.77;Ok 0x0000.0000.0000.0000;13.93;Ok 0x0000.0000.0000.0000;4.24;Ok 0x0000.0000.0000.0000;4.09;Ok 0x0000.0000;0.096;Ok 0x0000.0000.0000.0000;0.012;Ok 0x0000.0000;23923;Ok 0x0000.0000.0000.0000;8.00;Ok 0x0000.0000.0000.0000;6.87;Ok 0x0000.0000.0000.0000;124.2;Ok 0x0000.0000.0000.0000;17.95;Ok 0x0000.0000.0000.0000;34.77;Ok 0x0000.0000.0000.0000;0.25;Ok 0x0000.0000.0000.0000;0.16;Ok 0x0000.0000.0000.0000;18.35;Ok 0x0000.0000.0000.0000;0.78;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;60.7;Ok 0x0000.0000.0000.0000;124.2;Ok 0x0000.0000.0000.0000;21.0;Ok 0x0000.0000.0000.0000;20.7;Ok 0x0000.0000.0000.0000;21.3;Ok 0x0000.0000.0000.0000;21.1;Ok 0x0000.0000.0000.0000;20.6;Ok 0x0000.0000.0000.0000
2025-02-21 23:38:00;Ok 0x0000;24.11;Ok 0x0000.0000.0000.0000;28.43;Ok 0x0000.0000.0000.0000;2.73;Ok 0x0000.0000.0000.0000;2.93;Ok 0x0000.0000.0000.0000;13.79;Ok 0x0000.0000.0000.0000;13.94;Ok 0x0000.0000.0000.0000;3.38;Ok 0x0000.0000.0000.0000;4.08;Ok 0x0000.0000;0.053;Ok 0x0000.0000.0000.0000;0.014;Ok 0x0000.0000;23916;Ok 0x0000.0000.0000.0000;8.00;Ok 0x0000.0000.0000.0000;6.87;Ok 0x0000.0000.0000.0000;121.3;Ok 0x0000.0000.0000.0000;17.95;Ok 0x0000.0000.0000.0000;34.84;Ok 0x0000.0000.0000.0000;0.25;Ok 0x0000.0000.0000.0000;0.32;Ok 0x0000.0000.0000.0000;18.46;Ok 0x0000.0000.0000.0000;0.77;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;60.7;Ok 0x0000.0000.0000.0000;121.3;Ok 0x0000.0000.0000.0000;21.0;Ok 0x0000.0000.0000.0000;20.8;Ok 0x0000.0000.0000.0000;21.3;Ok 0x0000.0000.0000.0000;21.1;Ok 0x0000.0000.0000.0000;20.6;Ok 0x0000.0000.0000.0000
2025-02-21 23:40:00;Ok 0x0000;24.27;Ok 0x0000.0000.0000.0000;28.39;Ok 0x0000.0000.0000.0000;2.73;Ok 0x0000.0000.0000.0000;2.77;Ok 0x0000.0000.0000.0000;13.75;Ok 0x0000.0000.0000.0000;13.94;Ok 0x0000.0000.0000.0000;5.47;Ok 0x0000.0000.0000.0000;4.07;Ok 0x0000.0000;0.054;Ok 0x0000.0000.0000.0000;0.017;Ok 0x0000.0000;23913;Ok 0x0000.0000.0000.0000;7.99;Ok 0x0000.0000.0000.0000;6.86;Ok 0x0000.0000.0000.0000;113.1;Ok 0x0000.0000.0000.0000;17.94;Ok 0x0000.0000.0000.0000;34.76;Ok 0x0000.0000.0000.0000;0.23;Ok 0x0000.0000.0000.0000;0.11;Ok 0x0000.0000.0000.0000;18.77;Ok 0x0000.0000.0000.0000;0.78;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;60.6;Ok 0x0000.0000.0000.0000;113.1;Ok 0x0000.0000.0000.0000;21.0;Ok 0x0000.0000.0000.0000;20.8;Ok 0x0000.0000.0000.0000;21.3;Ok 0x0000.0000.0000.0000;21.1;Ok 0x0000.0000.0000.0000;20.6;Ok 0x0000.0000.0000.0000
2025-02-21 23:42:00;Ok 0x0000;24.19;Ok 0x0000.0000.0000.0000;28.43;Ok 0x0000.0000.0000.0000;2.74;Ok 0x0000.0000.0000.0000;3.47;Ok 0x0000.0000.0000.0000;13.80;Ok 0x0000.0000.0000.0000;13.94;Ok 0x0000.0000.0000.0000;4.27;Ok 0x0000.0000.0000.0000;4.08;Ok 0x0000.0000;0.008;Ok 0x0000.0000.0000.0000;0.021;Ok 0x0000.0000;23917;Ok 0x0000.0000.0000.0000;7.99;Ok 0x0000.0000.0000.0000;6.85;Ok 0x0000.0000.0000.0000;110.4;Ok 0x0000.0000.0000.0000;17.95;Ok 0x0000.0000.0000.0000;34.83;Ok 0x0000.0000.0000.0000;0.26;Ok 0x0000.0000.0000.0000;0.24;Ok 0x0000.0000.0000.0000;18.71;Ok 0x0000.0000.0000.0000;0.78;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;60.6;Ok 0x0000.0000.0000.0000;110.4;Ok 0x0000.0000.0000.0000;21.0;Ok 0x0000.0000.0000.0000;20.8;Ok 0x0000.0000.0000.0000;21.3;Ok 0x0000.0000.0000.0000;21.1;Ok 0x0000.0000.0000.0000;20.6;Ok 0x0000.0000.0000.0000
2025-02-21 23:44:00;Ok 0x0000;24.09;Ok 0x0000.0000.0000.0000;28.40;Ok 0x0000.0000.0000.0000;2.75;Ok 0x0000.0000.0000.0000;3.34;Ok 0x0000.0000.0000.0000;13.79;Ok 0x0000.0000.0000.0000;13.94;Ok 0x0000.0000.0000.0000;3.34;Ok 0x0000.0000.0000.0000;4.08;Ok 0x0000.0000;0.000;Ok 0x0000.0000.0000.0000;0.022;Ok 0x0000.0000;23919;Ok 0x0000.0000.0000.0000;7.99;Ok 0x0000.0000.0000.0000;6.85;Ok 0x0000.0000.0000.0000;106.0;Ok 0x0000.0000.0000.0000;17.95;Ok 0x0000.0000.0000.0000;34.81;Ok 0x0000.0000.0000.0000;0.25;Ok 0x0000.0000.0000.0000;0.23;Ok 0x0000.0000.0000.0000;18.06;Ok 0x0000.0000.0000.0000;0.79;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;60.6;Ok 0x0000.0000.0000.0000;106.0;Ok 0x0000.0000.0000.0000;21.0;Ok 0x0000.0000.0000.0000;20.7;Ok 0x0000.0000.0000.0000;21.3;Ok 0x0000.0000.0000.0000;21.1;Ok 0x0000.0000.0000.0000;20.5;Ok 0x0000.0000.0000.0000
2025-02-21 23:46:00;Ok 0x0000;23.94;Ok 0x0000.0000.0000.0000;28.37;Ok 0x0000.0000.0000.0000;2.75;Ok 0x0000.0000.0000.0000;3.05;Ok 0x0000.0000.0000.0000;13.74;Ok 0x0000.0000.0000.0000;13.93;Ok 0x0000.0000.0000.0000;4.01;Ok 0x0000.0000.0000.0000;4.08;Ok 0x0000.0000;0.185;Ok 0x0000.0000.0000.0000;0.022;Ok 0x0000.0000;23915;Ok 0x0000.0000.0000.0000;7.99;Ok 0x0000.0000.0000.0000;6.85;Ok 0x0000.0000.0000.0000;106.3;Ok 0x0000.0000.0000.0000;17.95;Ok 0x0000.0000.0000.0000;34.76;Ok 0x0000.0000.0000.0000;0.25;Ok 0x0000.0000.0000.0000;0.27;Ok 0x0000.0000.0000.0000;18.60;Ok 0x0000.0000.0000.0000;0.78;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;60.6;Ok 0x0000.0000.0000.0000;106.3;Ok 0x0000.0000.0000.0000;21.0;Ok 0x0000.0000.0000.0000;20.8;Ok 0x0000.0000.0000.0000;21.3;Ok 0x0000.0000.0000.0000;21.1;Ok 0x0000.0000.0000.0000;20.6;Ok 0x0000.0000.0000.0000
2025-02-21 23:48:00;Ok 0x0000;24.19;Ok 0x0000.0000.0000.0000;28.48;Ok 0x0000.0000.0000.0000;2.74;Ok 0x0000.0000.0000.0000;3.46;Ok 0x0000.0000.0000.0000;13.76;Ok 0x0000.0000.0000.0000;13.95;Ok 0x0000.0000.0000.0000;4.75;Ok 0x0000.0000.0000.0000;4.10;Ok 0x0000.0000;0.000;Ok 0x0000.0000.0000.0000;0.021;Ok 0x0000.0000;23923;Ok 0x0000.0000.0000.0000;7.99;Ok 0x0000.0000.0000.0000;6.85;Ok 0x0000.0000.0000.0000;108.4;Ok 0x0000.0000.0000.0000;17.95;Ok 0x0000.0000.0000.0000;34.81;Ok 0x0000.0000.0000.0000;0.25;Ok 0x0000.0000.0000.0000;0.14;Ok 0x0000.0000.0000.0000;18.55;Ok 0x0000.0000.0000.0000;0.79;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;60.6;Ok 0x0000.0000.0000.0000;108.4;Ok 0x0000.0000.0000.0000;21.0;Ok 0x0000.0000.0000.0000;20.7;Ok 0x0000.0000.0000.0000;21.3;Ok 0x0000.0000.0000.0000;21.1;Ok 0x0000.0000.0000.0000;20.5;Ok 0x0000.0000.0000.0000
2025-02-21 23:50:00;Ok 0x0000;23.94;Ok 0x0000.0000.0000.0000;28.39;Ok 0x0000.0000.0000.0000;2.75;Ok 0x0000.0000.0000.0000;2.90;Ok 0x0000.0000.0000.0000;13.74;Ok 0x0000.0000.0000.0000;13.93;Ok 0x0000.0000.0000.0000;4.41;Ok 0x0000.0000.0000.0000;4.15;Ok 0x0000.0000;0.000;Ok 0x0000.0000.0000.0000;0.021;Ok 0x0000.0000;23919;Ok 0x0000.0000.0000.0000;7.99;Ok 0x0000.0000.0000.0000;6.85;Ok 0x0000.0000.0000.0000;110.5;Ok 0x0000.0000.0000.0000;17.95;Ok 0x0000.0000.0000.0000;34.75;Ok 0x0000.0000.0000.0000;0.25;Ok 0x0000.0000.0000.0000;0.21;Ok 0x0000.0000.0000.0000;17.94;Ok 0x0000.0000.0000.0000;0.79;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;60.6;Ok 0x0000.0000.0000.0000;110.5;Ok 0x0000.0000.0000.0000;21.0;Ok 0x0000.0000.0000.0000;20.8;Ok 0x0000.0000.0000.0000;21.3;Ok 0x0000.0000.0000.0000;21.1;Ok 0x0000.0000.0000.0000;20.5;Ok 0x0000.0000.0000.0000
2025-02-21 23:52:00;Ok 0x0000;24.13;Ok 0x0000.0000.0000.0000;28.44;Ok 0x0000.0000.0000.0000;2.73;Ok 0x0000.0000.0000.0000;3.02;Ok 0x0000.0000.0000.0000;13.77;Ok 0x0000.0000.0000.0000;13.94;Ok 0x0000.0000.0000.0000;3.98;Ok 0x0000.0000.0000.0000;4.20;Ok 0x0000.0000;0.055;Ok 0x0000.0000.0000.0000;0.017;Ok 0x0000.0000;23917;Ok 0x0000.0000.0000.0000;7.99;Ok 0x0000.0000.0000.0000;6.84;Ok 0x0000.0000.0000.0000;113.6;Ok 0x0000.0000.0000.0000;17.95;Ok 0x0000.0000.0000.0000;34.85;Ok 0x0000.0000.0000.0000;0.26;Ok 0x0000.0000.0000.0000;0.12;Ok 0x0000.0000.0000.0000;18.20;Ok 0x0000.0000.0000.0000;0.78;Ok 0x0000.0000.0000.0000;4.76;Ok 0x0000.0000.0000.0000;60.6;Ok 0x0000.0000.0000.0000;113.6;Ok 0x0000.0000.0000.0000;21.0;Ok 0x0000.0000.0000.0000;20.7;Ok 0x0000.0000.0000.0000;21.3;Ok 0x0000.0000.0000.0000;21.1;Ok 0x0000.0000.0000.0000;20.5;Ok 0x0000.0000.0000.0000
2025-02-21 23:54:00;Ok 0x0000;24.10;Ok 0x0000.0000.0000.0000;28.49;Ok 0x0000.0000.0000.0000;2.73;Ok 0x0000.0000.0000.0000;2.59;Ok 0x0000.0000.0000.0000;13.74;Ok 0x0000.0000.0000.0000;13.94;Ok 0x0000.0000.0000.0000;4.52;Ok 0x0000.0000.0000.0000;4.26;Ok 0x0000.0000;0.164;Ok 0x0000.0000.0000.0000;0.018;Ok 0x0000.0000;23914;Ok 0x0000.0000.0000.0000;7.99;Ok 0x0000.0000.0000.0000;6.84;Ok 0x0000.0000.0000.0000;116.0;Ok 0x0000.0000.0000.0000;17.95;Ok 0x0000.0000.0000.0000;34.80;Ok 0x0000.0000.0000.0000;0.25;Ok 0x0000.0000.0000.0000;0.25;Ok 0x0000.0000.0000.0000;18.62;Ok 0x0000.0000.0000.0000;0.79;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;60.6;Ok 0x0000.0000.0000.0000;116.0;Ok 0x0000.0000.0000.0000;21.0;Ok 0x0000.0000.0000.0000;20.8;Ok 0x0000.0000.0000.0000;21.3;Ok 0x0000.0000.0000.0000;21.1;Ok 0x0000.0000.0000.0000;20.5;Ok 0x0000.0000.0000.0000
2025-02-21 23:56:00;Error 0x0010;24.18;Ok 0x0000.0000.0000.0000;28.48;Ok 0x0000.0000.0000.0000;2.69;Ok 0x0000.0000.0000.0000;2.88;Ok 0x0000.0000.0000.0000;13.75;Ok 0x0000.0000.0000.0000;13.94;Ok 0x0000.0000.0000.0000;5.01;Ok 0x0000.0000.0000.0000;4.29;Ok 0x0000.0000;0.000;Ok 0x0000.0000.8000.0000;NaN;Error 0x0801.0080;23916;Ok 0x0000.0000.0000.0000;7.99;Ok 0x0000.0000.0000.0000;6.86;Ok 0x0000.0000.0000.0000;120.6;Ok 0x0000.0000.0000.0000;17.95;Ok 0x0000.0000.0000.0000;34.77;Ok 0x0000.0000.0000.0000;0.24;Ok 0x0000.0000.0000.0000;0.24;Ok 0x0000.0000.0000.0000;18.78;Ok 0x0000.0000.0000.0000;0.78;Ok 0x0000.0000.0000.0000;4.76;Ok 0x0000.0000.0000.0000;60.6;Ok 0x0000.0000.0000.0000;120.7;Ok 0x0000.0000.0000.0000;21.0;Ok 0x0000.0000.0000.0000;20.7;Ok 0x0000.0000.0000.0000;21.3;Ok 0x0000.0000.0000.0000;21.1;Ok 0x0000.0000.0000.0000;20.6;Ok 0x0000.0000.0000.0000
2025-02-21 23:58:00;Ok 0x0000;24.09;Ok 0x0000.0000.0000.0000;28.43;Ok 0x0000.0000.0000.0000;2.72;Ok 0x0000.0000.0000.0000;3.19;Ok 0x0000.0000.0000.0000;13.79;Ok 0x0000.0000.0000.0000;13.94;Ok 0x0000.0000.0000.0000;3.11;Ok 0x0000.0000.0000.0000;4.30;Ok 0x0000.0000;0.112;Ok 0x0000.0000.0000.0000;0.031;Ok 0x0000.0000;23910;Ok 0x0000.0000.0000.0000;7.99;Ok 0x0000.0000.0000.0000;6.85;Ok 0x0000.0000.0000.0000;123.7;Ok 0x0000.0000.0000.0000;17.94;Ok 0x0000.0000.0000.0000;34.81;Ok 0x0000.0000.0000.0000;0.25;Ok 0x0000.0000.0000.0000;0.16;Ok 0x0000.0000.0000.0000;17.68;Ok 0x0000.0000.0000.0000;0.79;Ok 0x0000.0000.0000.0000;4.76;Ok 0x0000.0000.0000.0000;60.6;Ok 0x0000.0000.0000.0000;123.7;Ok 0x0000.0000.0000.0000;21.0;Ok 0x0000.0000.0000.0000;20.8;Ok 0x0000.0000.0000.0000;21.3;Ok 0x0000.0000.0000.0000;21.1;Ok 0x0000.0000.0000.0000;20.5;Ok 0x0000.0000.0000.0000
2025-02-22 00:00:00;Ok 0x0000;24.26;Ok 0x0000.0000.0000.0000;28.37;Ok 0x0000.0000.0000.0000;2.73;Ok 0x0000.0000.0000.0000;3.10;Ok 0x0000.0000.0000.0000;13.76;Ok 0x0000.0000.0000.0000;13.93;Ok 0x0000.0000.0000.0000;5.19;Ok 0x0000.0000.0000.0000;4.35;Ok 0x0000.0000;0.161;Ok 0x0000.0000.0000.0000;0.039;Ok 0x0000.0000;23910;Ok 0x0000.0000.0000.0000;7.99;Ok 0x0000.0000.0000.0000;6.83;Ok 0x0000.0000.0000.0000;122.8;Ok 0x0000.0000.0000.0000;17.94;Ok 0x0000.0000.0000.0000;34.71;Ok 0x0000.0000.0000.0000;0.25;Ok 0x0000.0000.0000.0000;0.29;Ok 0x0000.0000.0000.0000;18.06;Ok 0x0000.0000.0000.0000;0.79;Ok 0x0000.0000.0000.0000;4.76;Ok 0x0000.0000.0000.0000;60.6;Ok 0x0000.0000.0000.0000;122.8;Ok 0x0000.0000.0000.0000;21.0;Ok 0x0000.0000.0000.0000;20.8;Ok 0x0000.0000.0000.0000;21.3;Ok 0x0000.0000.0000.0000;21.1;Ok 0x0000.0000.0000.0000;20.5;Ok 0x0000.0000.0000.0000
2025-02-22 00:02:00;Ok 0x0000;23.93;Ok 0x0000.0000.0000.0000;28.40;Ok 0x0000.0000.0000.0000;2.73;Ok 0x0000.0000.0000.0000;3.02;Ok 0x0000.0000.0000.0000;13.80;Ok 0x0000.0000.0000.0000;13.94;Ok 0x0000.0000.0000.0000;2.66;Ok 0x0000.0000.0000.0000;4.26;Ok 0x0000.0000;0.000;Ok 0x0000.0000.0000.0000;0.048;Ok 0x0000.0000;23916;Ok 0x0000.0000.0000.0000;7.99;Ok 0x0000.0000.0000.0000;6.80;Ok 0x0000.0000.0000.0000;117.0;Ok 0x0000.0000.0000.0000;17.95;Ok 0x0000.0000.0000.0000;34.81;Ok 0x0000.0000.0000.0000;0.26;Ok 0x0000.0000.0000.0000;0.12;Ok 0x0000.0000.0000.0000;18.49;Ok 0x0000.0000.0000.0000;0.77;Ok 0x0000.0000.0000.0000;4.76;Ok 0x0000.0000.0000.0000;60.4;Ok 0x0000.0000.0000.0000;117.0;Ok 0x0000.0000.0000.0000;21.0;Ok 0x0000.0000.0000.0000;20.8;Ok 0x0000.0000.0000.0000;21.3;Ok 0x0000.0000.0000.0000;21.1;Ok 0x0000.0000.0000.0000;20.5;Ok 0x0000.0000.0000.0000
2025-02-22 00:04:00;Ok 0x0000;23.97;Ok 0x0000.0000.0000.0000;28.39;Ok 0x0000.0000.0008.0000;2.73;Ok 0x0000.0000.0000.0000;3.05;Ok 0x0000.0000.0008.0000;13.78;Ok 0x0000.0000.0000.0000;13.94;Ok 0x0000.0000.0008.0000;4.15;Ok 0x0000.0000.0000.0000;4.26;Ok 0x0000.0000;0.115;Ok 0x0000.0000.0008.0000;0.053;Ok 0x0000.0000;23910;Ok 0x0000.0000.0000.0000;7.99;Ok 0x0000.0000.0000.0000;6.80;Ok 0x0000.0000.0000.0000;109.3;Ok 0x0000.0000.0000.0000;17.94;Ok 0x0000.0000.0000.0000;34.78;Ok 0x0000.0000.0008.0000;0.24;Ok 0x0000.0000.0000.0000;0.33;Ok 0x0000.0000.0008.0000;18.31;Ok 0x0000.0000.0000.0000;0.78;Ok 0x0000.0000.0008.0000;4.76;Ok 0x0000.0000.0000.0000;60.4;Ok 0x0000.0000.0000.0000;109.3;Ok 0x0000.0000.0000.0000;21.0;Ok 0x0000.0000.0000.0000;20.7;Ok 0x0000.0000.0000.0000;21.3;Ok 0x0000.0000.0000.0000;21.1;Ok 0x0000.0000.0000.0000;20.5;Ok 0x0000.0000.0000.0000
2025-02-22 00:06:00;Ok 0x0000;24.07;Ok 0x0000.0000.0000.0000;28.37;Ok 0x0000.0000.0000.0000;2.75;Ok 0x0000.0000.0000.0000;2.93;Ok 0x0000.0000.0000.0000;13.79;Ok 0x0000.0000.0000.0000;13.94;Ok 0x0000.0000.0000.0000;3.95;Ok 0x0000.0000.0000.0000;4.23;Ok 0x0000.0000;0.123;Ok 0x0000.0000.0000.0000;0.057;Ok 0x0000.0000;23907;Ok 0x0000.0000.0000.0000;7.99;Ok 0x0000.0000.0000.0000;6.77;Ok 0x0000.0000.0000.0000;100.7;Ok 0x0000.0000.0000.0000;17.94;Ok 0x0000.0000.0000.0000;34.80;Ok 0x0000.0000.0000.0000;0.24;Ok 0x0000.0000.0000.0000;0.16;Ok 0x0000.0000.0000.0000;18.15;Ok 0x0000.0000.0000.0000;0.78;Ok 0x0000.0000.0000.0000;4.77;Ok 0x0000.0000.0000.0000;60.3;Ok 0x0000.0000.0000.0000;100.7;Ok 0x0000.0000.0000.0000;21.0;Ok 0x0000.0000.0000.0000;20.7;Ok 0x0000.0000.0000.0000;21.3;Ok 0x0000.0000.0000.0000;21.1;Ok 0x0000.0000.0000.0000;20.5;Ok 0x0000.0000.0000.0000
2025-02-22 00:08:00;Ok 0x0000;24.09;Ok 0x0000.0000.0000.0000;28.42;Ok 0x0000.0000.0000.0000;2.73;Ok 0x0000.0000.0000.0000;2.90;Ok 0x0000.0000.0000.0000;13.79;Ok 0x0000.0000.0000.0000;13.94;Ok 0x0000.0000.0000.0000;3.82;Ok 0x0000.0000.0000.0000;4.21;Ok 0x0000.0000;0.129;Ok 0x0000.0000.0000.0000;0.063;Ok 0x0000.0000;23916;Ok 0x0000.0000.0000.0000;7.99;Ok 0x0000.0000.0000.0000;6.78;Ok 0x0000.0000.0000.0000;97.1;Ok 0x0000.0000.0000.0000;17.95;Ok 0x0000.0000.0000.0000;34.78;Ok 0x0000.0000.0000.0000;0.26;Ok 0x0000.0000.0000.0000;0.15;Ok 0x0000.0000.0000.0000;17.97;Ok 0x0000.0000.0000.0000;0.79;Ok 0x0000.0000.0000.0000;4.76;Ok 0x0000.0000.0000.0000;60.4;Ok 0x0000.0000.0000.0000;97.1;Ok 0x0000.0000.0000.0000;21.0;Ok 0x0000.0000.0000.0000;20.8;Ok 0x0000.0000.0000.0000;21.3;Ok 0x0000.0000.0000.0000;21.1;Ok 0x0000.0000.0000.0000;20.5;Ok 0x0000.0000.0000.0000
2025-02-22 00:10:00;Ok 0x0000;24.14;Ok 0x0000.0000.0000.0000;28.40;Ok 0x0000.0000.0000.0000;2.72;Ok 0x0000.0000.0000.0000;2.73;Ok 0x0000.0000.0000.0000;13.77;Ok 0x0000.0000.0000.0000;13.93;Ok 0x0000.0000.0000.0000;3.73;Ok 0x0000.0000.0000.0000;4.18;Ok 0x0000.0000;0.093;Ok 0x0000.0000.0000.0000;0.071;Ok 0x0000.0000;23912;Ok 0x0000.0000.0000.0000;7.99;Ok 0x0000.0000.0000.0000;6.80;Ok 0x0000.0000.0000.0000;98.6;Ok 0x0000.0000.0000.0000;17.94;Ok 0x0000.0000.0000.0000;34.81;Ok 0x0000.0000.0000.0000;0.25;Ok 0x0000.0000.0000.0000;0.28;Ok 0x0000.0000.0000.0000;18.27;Ok 0x0000.0000.0000.0000;0.78;Ok 0x0000.0000.0000.0000;4.76;Ok 0x0000.0000.0000.0000;60.5;Ok 0x0000.0000.0000.0000;98.6;Ok 0x0000.0000.0000.0000;21.0;Ok 0x0000.0000.0000.0000;20.7;Ok 0x0000.0000.0000.0000;21.3;Ok 0x0000.0000.0000.0000;21.1;Ok 0x0000.0000.0000.0000;20.5;Ok 0x0000.0000.0000.0000
2025-02-22 00:12:00;Ok 0x0000;24.10;Ok 0x0000.0000.0000.0000;28.46;Ok 0x0000.0000.0000.0000;2.74;Ok 0x0000.0000.0000.0000;3.39;Ok 0x0000.0000.0000.0000;13.75;Ok 0x0000.0000.0000.0000;13.95;Ok 0x0000.0000.0000.0000;3.81;Ok 0x0000.0000.0000.0000;4.16;Ok 0x0000.0000;0.044;Ok 0x0000.0000.0000.0000;0.078;Ok 0x0000.0000;23909;Ok 0x0000.0000.0000.0000;7.99;Ok 0x0000.0000.0000.0000;6.80;Ok 0x0000.0000.0000.0000;105.1;Ok 0x0000.0000.0000.0000;17.94;Ok 0x0000.0000.0000.0000;34.83;Ok 0x0000.0000.0000.0000;0.25;Ok 0x0000.0000.0000.0000;0.22;Ok 0x0000.0000.0000.0000;18.11;Ok 0x0000.0000.0000.0000;0.79;Ok 0x0000.0000.0000.0000;4.76;Ok 0x0000.0000.0000.0000;60.5;Ok 0x0000.0000.0000.0000;105.2;Ok 0x0000.0000.0000.0000;21.0;Ok 0x0000.0000.0000.0000;20.7;Ok 0x0000.0000.0000.0000;21.3;Ok 0x0000.0000.0000.0000;21.1;Ok 0x0000.0000.0000.0000;20.5;Ok 0x0000.0000.0000.0000
